LineId,Date,Time,Pid,Level,Component,Content,EventId,EventTemplate,ParameterList
368,"""Dec","23,",2023,@,"12:08:24.444"",1,tZRllYwBorQoTAK4eSk6,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""224,128"",""2023/12/23 06:38:23 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
369,"""Dec","23,",2023,@,"12:08:24.444"",1,tpRllYwBorQoTAK4eSk7,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""223,646"",""2023/12/23 06:38:22 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
370,"""Dec","23,",2023,@,"12:08:24.444"",1,t5RllYwBorQoTAK4eSk7,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""224,610"",""2023/12/23 06:38:24 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
371,"""Dec","23,",2023,@,"12:08:22.443"",1,rZRllYwBorQoTAK4cSlr,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""222,200"",""2023/12/23 06:38:21 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
372,"""Dec","23,",2023,@,"12:08:22.443"",1,r5RllYwBorQoTAK4cSlr,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""223,164"",""2023/12/23 06:38:22 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
373,"""Dec","23,",2023,@,"12:08:22.443"",1,rJRllYwBorQoTAK4cSlr,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""221,718"",""2023/12/23 06:38:20 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
374,"""Dec","23,",2023,@,"12:08:22.443"",1,rpRllYwBorQoTAK4cSlr,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""222,682"",""2023/12/23 06:38:21 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
375,"""Dec","23,",2023,@,"12:08:20.442"",1,ppRllYwBorQoTAK4bSlq,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""220,754"",""2023/12/23 06:38:19 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
376,"""Dec","23,",2023,@,"12:08:20.442"",1,pZRllYwBorQoTAK4bSlq,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""220,272"",""2023/12/23 06:38:18 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
377,"""Dec","23,",2023,@,"12:08:20.442"",1,qJRllYwBorQoTAK4bSlq,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""221,236"",""2023/12/23 06:38:20 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
378,"""Dec","23,",2023,@,"12:08:18.441"",1,n5RllYwBorQoTAK4YSnH,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""219,308"",""2023/12/23 06:38:17 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
379,"""Dec","23,",2023,@,"12:08:18.441"",1,oJRllYwBorQoTAK4YSnJ,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""218,826"",""2023/12/23 06:38:16 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
380,"""Dec","23,",2023,@,"12:08:18.441"",1,oZRllYwBorQoTAK4YSnJ,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""219,790"",""2023/12/23 06:38:17 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
381,"""Dec","23,",2023,@,"12:08:16.440"",1,l5RllYwBorQoTAK4WSn0,""filebeat-7.17.15-2023.12.23"",""-"",""_doc"",""5cdb914c-317a-4c3e-98b7-2da15ead8072"",""ip-172-31-41-236"",""56fb5a2b-89ce-4bcf-8b5b-8e97668f880b"",""ip-172-31-41-236"",filebeat,""7.17.15"",656079564438,""us-east-2c"",""ami-0e83be366243f524a"",""i-0d121eaf54870accf"",""t2.medium"",aws,""us-east-2"",EC2,""1.12.0"",WP,""x86_64"",false,""ip-172-31-41-236"",9ae11350118840319e878f12c450ed13,""172.31.41.236, fe80::836:24ff:fee2:1931"",""0a:36:24:e2:19:31"",""ip-172-31-41-236"",jammy,debian,""6.2.0-1017-aws"",Ubuntu,Ubuntu,ubuntu,linux,""22.04.3 LTS (Jammy Jellyfish)"",filestream,""/var/log/nginx/error.log"",""216,898"",""2023/12/23 06:38:14 [error] 495#495","*281858 FastCGI sent in stderr: """"PHP message: PHP Notice:  PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line 48"""" while reading response header from upstream, client: 89.187.163.203, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/1.1"""", upstream: """"fastcgi://unix:/var/run/php/php8.1-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""",01d44687,"*<*> FastCGI sent in stderr: """"PHP message: PHP Notice: PHP's XML extension is not available. Please contact your hosting provider to enable PHP's XML extension. in /var/www/wordpress/wp-includes/IXR/class-IXR-message.php on line <*>"""" while reading response header from upstream, client: <*>, server: nerexco.live, request: """"POST /xmlrpc.php HTTP/<*>.<*>"""", upstream: """"fastcgi://unix:/var/run/php/php8.<*>-fpm.sock:"""", host: """"nerexco.live"""""",""beats_input_codec_plain_applied, _grokparsefailure""","['281858', '48', '89.187.163.203', '1.1', '1']"
